ward_code,Observation
E05005509,59.2
E05005510,19.5
E05005531,2121.8
E05005532,2056.5
E05005533,2280.4
E05005534,3868.9
E05005535,2710.6
E05005536,2566.3
E05005537,2227.3
E05005538,4436.3
E05005539,1249.2
E05005540,5034.1
E05005618,60.8
E05005619,60.7
E05005620,66.6
E05005621,666.5
E05005622,127.7
E05005623,65
E05005624,113
E05005625,83.9
E05005626,259.8
E05005627,36.3
E05005628,57.5
E05005629,61.1
E05005630,3171.7
E05005631,906.9
E05005632,2587.6
E05005633,3009.2
E05005634,1821.9
E05005635,23
E05005636,353.5
E05005637,269.8
E05005638,2678.5
E05005639,600.9
E05005640,1595.2
E05005641,1033.2
E05005642,1462.6
E05005643,788.9
E05005644,56.3
E05005645,99.6
E05005646,88.5
E05005647,44.8
E05005648,30.5
E05005649,1429.1
E05005650,158.9
E05005651,83.9
E05005652,102.2
E05005653,1078.6
E05005654,944.9
E05005655,4827.2
E05005656,379.5
E05005657,712.8
E05005658,3841
E05005659,93.9
E05005660,63.2
E05005661,67.5
E05005757,297.6
E05005758,175.9
E05005759,123.6
E05005760,167.5
E05005761,286.8
E05005762,135.4
E05005763,129.9
E05005764,1241.5
E05005765,761.5
E05005766,49.7
E05005767,37.5
E05005768,1756.4
E05005769,2715.3
E05005770,112.8
E05005771,225.8
E05005772,60.1
E05005773,2633.9
E05005774,326.1
E05005775,139.2
E05005776,363
E05005777,1693.6
E05005778,1761.3
E05005779,1660.9
E05005780,825.3
E05005781,2557.6
E05005782,1747.8
E05005783,212.2
E05005784,1351.3
E05005785,776.8
E05005786,2839.5
E05005787,484.8
E05005788,1182
E05005789,4875.2
E05005790,240.4
E05005791,63.1
E05005792,2802.3
E05005793,255.7
E05005794,4376.1
E05005795,3657.1
E05005796,408.9
E05005797,4798.3
E05005798,1995.4
E05005799,171.5
E05005800,2098.5
E05006377,87.6
E05006378,84.6
E05006379,302.1
E05006380,54.8
E05006381,45.5
E05006382,789.4
E05006383,1642.4
E05006384,1769.2
E05006385,1779.2
E05006386,40.4
E05006387,1229.2
E05006388,157.7
E05006389,124.7
E05006390,52.5
E05006391,114.3
E05006392,49.5
E05006393,57.8
E05006394,77.2
E05006395,29.3
E05006396,441.7
E05006397,2606.9
E05006398,4089.1
E05006399,950
E05006400,429.1
E05006401,586.4
E05006627,29.4
E05006628,84.3
E05006629,133.7
E05006632,4855.9
E05006634,2047.4
E05006637,753.4
E05006638,116
E05006639,160.8
E05006640,392.3
E05006642,41.3
E05006643,83.2
E05006644,140.6
E05006645,80.1
E05006646,79.1
E05006647,64
E05006648,3945.7
E05006649,3112.6
E05006650,4077
E05006651,3101.3
E05006652,2543.3
E05006653,268.7
E05006902,1327.9
E05006903,3522.9
E05006904,4979.3
E05006905,2535
E05006906,2883.2
E05006907,391.9
E05006908,2490.1
E05006909,4118.6
E05006910,2905.7
E05006911,2922.1
E05006912,678.9
E05006913,1999
E05006914,548.7
E05006915,507.6
E05006916,3297.3
E05006917,40.6
E05006918,5415.6
E05006919,47.2
E05006920,970.2
E05006921,2614.2
E05006922,786.4
E05006923,213.3
E05006924,85.9
E05006925,4177
E05006926,1582.4
E05006927,5056
E05006928,131.3
E05006929,491.4
E05006930,2785.5
E05006931,4471.7
E05006932,2075.3
E05006933,717.7
E05006934,297.5
E05006935,50.8
E05006936,3557.9
E05006937,69.9
E05006988,779.6
E05006989,164.3
E05006990,385.7
E05006991,3386.2
E05006992,920.6
E05006993,514.9
E05006994,356.3
E05006995,700.3
E05006996,1492.4
E05006997,2555.2
E05006998,149.5
E05006999,366.6
E05007000,169.3
E05007001,128.5
E05007002,93
E05007003,349.6
E05007004,114.2
E05007005,126.5
E05007006,3390.1
E05007007,4925.3
E05007008,50.7
E05007009,69.2
E05007010,425.7
E05007011,1630.6
E05007012,2304.5
E05007039,75.6
E05007040,129.5
E05007041,4210.2
E05007042,477.6
E05007043,458.2
E05007044,304.7
E05007045,969.2
E05007046,373.4
E05007047,77.2
E05007048,1467.1
E05007049,527.5
E05007050,427
E05007051,504
E05007052,147
E05007053,150.9
E05007054,100.2
E05007055,17.5
E05007056,940.4
E05007057,26.5
E05007058,42.5
E05007059,46.3
E05007060,1062.8
E05007061,1373.6
E05007062,1045.2
E05007063,1346.8
E05007064,20.1
E05007065,721.9
E05007066,1776.3
E05007067,4119.2
E05007068,4759.7
E05007069,1458.3
E05007070,5013
E05007071,2754.5
E05007072,1706.1
E05007073,3824.5
E05007074,2493.1
E05007075,2591.8
E05007117,5656.2
E05007118,3035.4
E05007119,4912.6
E05007120,4237.9
E05007121,2797
E05007122,2751.4
E05007123,4291.6
E05007124,2337.4
E05007125,3206.3
E05007126,5973.6
E05007127,2130.6
E05007128,5566.9
E05007129,3694.2
E05007130,8683
E05007131,3499.3
E05007132,2276.5
E05007273,4468.1
E05007274,1904.4
E05007275,3602.7
E05007276,4376.5
E05007277,3863.3
E05007278,3778.2
E05007279,1011.4
E05007280,2720.6
E05007281,1727.4
E05007282,4711.7
E05007283,6098.4
E05007284,5187.7
E05007285,852.9
E05007286,1407.9
E05007287,1572.8
E05007288,1876.1
E05007289,2525.2
E05007290,2272
E05007291,263.3
E05007292,227.2
E05007293,2928.4
E05007294,1136.9
E05007295,101
E05007296,1828.3
E05007297,190.2
E05007298,3037.4
E05007299,79.1
E05007300,239.9
E05007301,608.6
E05007302,280.4
E05007303,2254.4
E05007304,6508.5
E05007305,127.9
E05007306,5706.9
E05007307,471.5
E05007308,947.7
E05007309,871
E05007310,3094
E05007311,260.4
E05007312,1376.4
E05007313,844.2
E05007314,179.3
E05007315,197.7
E05007316,93.3
E05007317,164.7
E05007318,1745.8
E05007319,1825
E05007320,901.2
E05007321,766.8
E05007322,484
E05007323,1248.2
E05007324,688.5
E05007325,37.6
E05007326,169
E05007327,68
E05007328,232.7
E05007362,5429.3
E05007363,4035.6
E05007364,3842.2
E05007365,4964
E05007366,1826.5
E05007367,1064.4
E05007368,3140.3
E05007369,1293.8
E05007370,1629.1
E05007371,5463.7
E05007372,1381.9
E05007373,4883.3
E05007374,2116.9
E05007391,386.1
E05007392,129.6
E05007393,273.8
E05007394,343.9
E05007395,975
E05007396,194.8
E05007397,296.3
E05007398,331.9
E05007399,787.7
E05007400,3695.1
E05007401,2730
E05007402,148
E05007403,3568
E05007404,317.7
E05007405,1258.1
E05007406,5756.7
E05007407,2128.6
E05007408,233.7
E05007409,178.5
E05007410,169.4
E05007411,62.7
E05007412,285.5
E05007413,146.8
E05007414,91.7
E05007415,1331
E05007416,398.9
E05007417,83.2
E05007418,144.3
E05007419,731.5
E05007420,584.8
E05007421,3241.5
E05007422,3373.9
E05007423,903
E05007424,3011.2
E05007425,1182.1
E05007426,1238.3
E05007427,1092.2
E05007428,123.8
E05007429,3643.5
E05007430,2054
E05007431,1940.5
E05007432,2885.5
E05007433,2247.5
E05007434,945.5
E05007435,680.7
E05007436,642
E05007437,482.3
E05007438,115.1
E05007439,222.9
E05007457,221
E05007458,3863.8
E05007459,1439.9
E05007460,438.8
E05007461,151
E05007462,500.1
E05007463,439.8
E05007464,73.4
E05007465,369.4
E05007466,51.6
E05007467,414.6
E05007468,194.5
E05007469,1050.1
E05007470,118
E05007471,734.7
E05007472,1064.8
E05007473,1381.8
E05007474,4596.4
E05007475,607.8
E05007476,3925.9
E05007477,4195
E05007478,4390.2
E05007479,443.5
E05007480,3370.7
E05007481,1532.9
E05007482,1839
E05007483,2280.2
E05007484,3599.6
E05007485,2506.6
E05007486,1927.3
E05007487,1577.4
E05007488,1566.6
E05007489,2152.7
E05007490,1195
E05007562,778.3
E05007563,4063.4
E05007564,1693.9
E05007565,3255.6
E05007566,794.3
E05007567,539.2
E05007568,3444.1
E05007569,1682.4
E05007570,571
E05007571,4534.4
E05007572,4706.6
E05007573,6662.5
E05007574,3868.3
E05007575,2855.8
E05007668,131.8
E05007669,599.5
E05007670,73.8
E05007671,5495.8
E05007672,2434.4
E05007673,3378.2
E05007674,3197.5
E05007675,3577.9
E05007676,3628
E05007677,451.1
E05007678,338.1
E05007679,151.9
E05007680,1792.8
E05007681,4361.1
E05007682,370.9
E05007683,1364.3
E05007684,4427.5
E05007685,781.3
E05007686,5404.5
E05007687,4904.4
E05007688,2446.1
E05007689,3322.2
E05007690,2204.7
E05007691,90.8
E05007692,180.4
E05007693,2021
E05007694,4676.1
E05007695,4375.4
E05007696,7014.6
E05007697,5341.2
E05007698,5809
E05007699,2654
E05007700,9151.4
E05007701,5304.3
E05007702,2169.9
E05007703,998.3
E05007704,2331.1
E05007705,4719.4
E05007706,6201.9
E05007846,79
E05007847,70.2
E05007848,145.8
E05007849,1359.5
E05007850,1129.9
E05007851,125.9
E05007852,161.2
E05007853,54.4
E05007854,1428.5
E05007855,35.1
E05007856,59.4
E05007857,87.4
E05007858,2474.7
E05007859,122.3
E05007860,1668.5
E05007861,101.2
E05007862,40.2
E05007863,71.7
E05007864,140.6
E05007865,306.5
E05007866,870.7
E05007867,69.1
E05007868,1765
E05007869,251.2
E05007870,3714.8
E05007871,2593.6
E05007872,3605.6
E05007873,3714.3
E05007874,3151.1
E05007875,2954.4
E05007876,2602.3
E05007877,2148.4
E05007878,1846.4
E05007879,2690.7
E05007880,5988.4
E05007881,2858.3
E05007882,2028.3
E05007883,3587.2
E05007884,1809.6
E05007885,5964.7
E05007886,3276.9
E05007887,4991.9
E05007888,3503.6
E05007889,5107.2
E05007890,2942.7
E05007891,3762.8
E05007892,3157.6
E05007893,2128.6
E05007894,2737.4
E05007895,433.2
E05007896,2514.6
E05007897,84.7
E05007898,180.6
E05007899,248.6
E05007900,165.6
E05007901,127.6
E05007902,97.2
E05007903,3827.2
E05007904,2421.7
E05007905,3636.5
E05007906,4041
E05007907,2263.6
E05007908,80.6
E05007909,70.2
E05007910,1589.3
E05007911,1934.9
E05007912,94.5
E05007913,771.2
E05007914,167.8
E05007915,172.9
E05007916,109.4
E05007917,63.7
E05007918,2806.5
E05007919,151
E05007920,338.9
E05007921,77.5
E05007922,735.5
E05007923,128.6
E05007924,75
E05007925,209.3
E05007926,50.9
E05008136,3182.7
E05008137,261.2
E05008138,58.1
E05008139,1065.9
E05008140,2102.9
E05008141,901.6
E05008142,4029.8
E05008143,21.6
E05008144,2235.6
E05008145,346.1
E05008146,743.7
E05008147,702.6
E05008148,30.6
E05008149,33.9
E05008150,5136.5
E05008151,62.9
E05008152,23.7
E05008153,86
E05008154,60.4
E05008155,44.7
E05008156,16
E05008157,2415.6
E05008158,18.4
E05008159,895.8
E05008160,1406
E05008161,585.3
E05008162,52.1
E05008163,67.4
E05008164,84.4
E05008165,37
E05008166,3972.9
E05008167,139.7
E05008168,142
E05008169,152.5
E05008170,2902.2
E05008171,2436.3
E05008172,163.9
E05008173,2397.3
E05008174,52.5
E05008178,2387
E05008179,50
E05008180,1309.1
E05008181,1897.9
E05008183,105.7
E05008186,37.7
E05008187,82.7
E05008188,160.8
E05008189,152.9
E05008190,2651.3
E05008191,55.2
E05008192,41.2
E05008193,3015
E05008194,129.9
E05008195,461.6
E05008196,99.8
E05008198,41
E05008520,888.5
E05008521,633.3
E05008522,3265.7
E05008523,445.1
E05008524,242.2
E05008546,1219.5
E05008547,39.4
E05008548,52.7
E05008553,296.1
E05008554,946.7
E05008555,2525.5
E05008558,1756.7
E05008559,266.6
E05008560,2540.7
E05008561,513.9
E05008562,354.9
E05008610,1157.4
E05008611,1475.8
E05008612,63.4
E05008613,1084.4
E05008614,75.1
E05008615,2178.3
E05008616,72
E05008617,82.8
E05008618,842.6
E05008619,2508.1
E05008620,4397
E05008621,1871.4
E05008622,4909
E05008623,3336.2
E05008624,5082.5
E05008625,3941.9
E05008626,365.2
E05008627,539.7
E05008628,48
E05008629,1893.7
E05008630,232.1
E05008631,70.1
E05008632,1318.5
E05008633,1228.7
E05008634,4829.9
E05008635,1463.6
E05008636,2680.3
E05008637,2747.6
E05008638,2498.6
E05008639,4255.2
E05008640,1805.7
E05008641,94.7
E05008642,2490.5
E05008643,1164.5
E05008644,221.3
E05008645,218
E05008646,421.2
E05008647,152.3
E05008648,2609.5
E05008649,1078.6
E05008650,1229.9
E05008651,1558
E05008652,1303
E05008653,46.7
E05008654,1471.1
E05008655,1548.5
E05008656,746.7
E05008657,702.9
E05008658,899.8
E05008659,993.9
E05008660,48.9
E05008661,113.4
E05008714,3008.8
E05008715,1802.4
E05008716,2192.6
E05008717,3577.9
E05008718,3463.6
E05008719,2432.7
E05008720,4891
E05008721,4079.7
E05008722,2914.5
E05008723,2546.5
E05008724,3997
E05008725,4947.5
E05008726,3243.7
E05008727,2077.3
E05008728,2930.8
E05008729,1885.4
E05008730,4395.8
E05008731,1688.9
E05008732,2224.1
E05008733,1620
E05008734,3032.2
E05008735,3657.1
E05008736,2087.1
E05008737,4600
E05008738,4130.5
E05008739,3584
E05008740,3897.2
E05008741,4167.9
E05008742,2712.8
E05008743,2175.6
E05008744,3030.2
E05008745,3002.3
E05008746,5270.5
E05008747,4986.5
E05008748,2937.1
E05008749,3306
E05008750,3636.2
E05008751,3600.2
E05008752,729.6
E05008753,4689.5
E05008754,5158.6
E05008755,502.2
E05008756,3427.2
E05008757,624.7
E05008758,392.6
E05008759,3929.8
E05008760,150.3
E05008761,4925.3
E05008762,77.7
E05008763,5652.1
E05008764,2979.3
E05008765,210.2
E05008766,3056.4
E05008767,3915.7
E05008768,2725.6
E05008769,2153.1
E05008770,207.5
E05008771,3148.5
E05008772,5347.6
E05008773,42.7
E05008774,111.6
E05008775,551.8
E05008776,768.5
E05008777,40.1
E05008779,511.8
E05008780,86.5
E05008781,464.6
E05008782,1874.1
E05008783,893.9
E05008785,243.1
E05008786,5115.1
E05008787,3473.5
E05008790,3792.2
E05008791,192.4
E05008792,972.7
E05008793,132.2
E05008796,2794.6
E05008797,2953.1
E05008798,1902.8
E05008800,3630.9
E05008801,117.7
E05008803,556.4
E05008804,170.1
E05008805,797
E05008806,3020.5
E05008807,188.2
E05008808,204.5
E05008809,217.9
E05008810,2504.7
E05008811,128.4
E05008812,1766.2
E05008813,218.5
E05008814,253.3
E05008815,269.1
E05008816,2467.2
E05008817,1180.5
E05008818,95.4
E05008819,132.3
E05008820,708.1
E05008821,2993.9
E05008822,613.1
E05008823,849.6
E05008857,3589
E05008858,1454.4
E05008859,3826.6
E05008860,5157.9
E05008861,854.9
E05008862,3092.4
E05008863,4645.8
E05008864,2848.5
E05008865,1779.8
E05008866,2367.7
E05008867,5666.5
E05008868,3605
E05008869,5421.5
E05008870,2168.8
E05008871,2818.2
E05008872,2556.6
E05008873,317.1
E05008874,3082.8
E05008875,330.3
E05008876,773.8
E05008877,6382.3
E05008878,1214
E05008879,876.3
E05008880,1124.4
E05008881,2688.4
E05008882,1600.7
E05008883,2723.8
E05008884,2232.2
E05008885,4511.4
E05008886,704.3
E05008887,4136.9
E05008888,1639.5
E05008889,583.6
E05008890,1102.6
E05008891,3020.5
E05008892,2929.9
E05008932,31.9
E05008933,431.4
E05008934,28.1
E05008940,94.8
E05008941,49.7
E05008954,5994.2
E05008955,373.6
E05008956,3333.4
E05008957,8611.9
E05008958,4487.5
E05008960,4563.8
E05008961,3031.5
E05008962,3166.7
E05008963,2847.1
E05008965,3988.2
E05008966,65.8
E05008967,2909.9
E05008968,2407.4
E05008969,867.9
E05008970,2723.2
E05008971,5581.1
E05008972,298.6
E05008974,5998.6
E05008975,3104.7
E05008976,176.6
E05008977,2249.1
E05008979,1049.2
E05008980,38.7
E05008981,2693.3
E05008982,1218.1
E05008983,2114.4
E05008984,69.1
E05008985,3979.9
E05008986,2170.2
E05008988,68.6
E05008989,4865.3
E05008990,5551.1
E05008991,2775.9
E05008992,2284.4
E05008993,4068.2
E05008994,3333.8
E05008995,6635.3
E05008996,5198.4
E05008997,5618.2
E05008998,4866.4
E05008999,905
E05009000,878.2
E05009001,4521.2
E05009002,1086.4
E05009003,4500.7
E05009004,4563.6
E05009005,1417.1
E05009006,578.6
E05009007,2438.6
E05009008,3316.6
E05009009,3859.5
E05009010,4037.3
E05009011,2746.2
E05009030,1010.5
E05009031,589.6
E05009032,1451
E05009033,2604
E05009034,40.7
E05009035,16.8
E05009036,1553.8
E05009037,2160.4
E05009038,1359.9
E05009039,218.2
E05009040,218.2
E05009041,923.8
E05009042,534.1
E05009043,1302
E05009044,2766.5
E05009045,1589
E05009046,1848.7
E05009047,332
E05009048,2804.1
E05009049,1044.5
E05009050,307.2
E05009051,314.3
E05009052,882.2
E05009053,689
E05009054,2066.3
E05009055,370.4
E05009056,2023.7
E05009057,4283.2
E05009058,107.8
E05009059,335.1
E05009060,2833.7
E05009061,140.2
E05009062,59.2
E05009063,557.7
E05009064,988.3
E05009065,1516.5
E05009066,60.8
E05009067,351
E05009068,449.6
E05009069,695.6
E05009070,2089
E05009071,732.9
E05009072,1961.3
E05009073,785.3
E05009074,2355.5
E05009075,3215.4
E05009076,450.1
E05009077,660.9
E05009078,86.3
E05009079,302.3
E05009080,728.3
E05009081,421.7
E05009082,820.8
E05009083,2239.9
E05009084,533.3
E05009085,186.9
E05009086,431.6
E05009087,1059
E05009088,19.6
E05009089,766.1
E05009090,232.3
E05009091,395.3
E05009092,3604.5
E05009093,116.4
E05009094,306.7
E05009095,99
E05009096,4399.8
E05009097,31.3
E05009098,1226.1
E05009099,2125.1
E05009100,503.7
E05009101,4.4
E05009102,1686.6
E05009103,204.7
E05009104,251.2
E05009106,94
E05009107,763.4
E05009108,3099.1
E05009109,76.6
E05009110,2698.3
E05009111,2404.1
E05009112,4658.3
E05009113,3282.6
E05009114,2683.5
E05009115,2562.3
E05009116,465.7
E05009117,5344.2
E05009118,219.3
E05009119,20.2
E05009120,523.1
E05009121,2893.6
E05009122,19.3
E05009123,347.8
E05009124,748.1
E05009125,229.2
E05009126,1031.3
E05009127,751.3
E05009128,13.7
E05009129,5292.9
E05009130,1278.2
E05009131,18.6
E05009132,18.7
E05009133,322.3
E05009134,1835.5
E05009135,1003.6
E05009136,3019.8
E05009137,587.1
E05009139,13.7
E05009141,4871.7
E05009142,57.2
E05009143,55.6
E05009144,187.4
E05009145,37.6
E05009146,1413.5
E05009147,1058.9
E05009148,8.3
E05009149,1812.7
E05009151,58.8
E05009152,459.8
E05009153,1773.7
E05009154,12.4
E05009155,1189.9
E05009156,154.3
E05009157,4144.5
E05009158,9.1
E05009281,126.2
E05009282,2684.1
E05009283,1764.1
E05009284,2659.7
E05009285,67.8
E05009286,98
E05009287,89.9
E05009313,522.2
E05009315,82.3
E05009316,4991.1
E05009317,17378
E05009318,15881.7
E05009319,10472.5
E05009320,10203.2
E05009321,19297.5
E05009322,20308.3
E05009323,12716.5
E05009324,14398.8
E05009325,17080.6
E05009326,16863.1
E05009327,17820.6
E05009328,11615.1
E05009329,21714
E05009330,11300
E05009331,18248
E05009332,20659.7
E05009333,14640
E05009334,19042
E05009335,19711.8
E05009336,19622
E05009337,7591.4
E05009338,7336.6
E05009339,6457.5
E05009340,6632.5
E05009341,5325.3
E05009342,3501
E05009343,1140.9
E05009344,6970.6
E05009345,4916.6
E05009346,5454.7
E05009347,5355
E05009348,6754.2
E05009349,5829.2
E05009350,3879.5
E05009351,7208.4
E05009352,755.3
E05009353,2059
E05009354,817.7
E05009355,3724.8
E05009356,1172.7
E05009357,1952.3
E05009358,129.5
E05009359,550.2
E05009360,131
E05009361,1450.8
E05009362,1850.2
E05009363,76.1
E05009364,89.9
E05009365,3757.1
E05009367,18679.8
E05009368,20676.9
E05009369,12445.6
E05009370,16598.1
E05009371,15495.4
E05009372,16342
E05009373,12761.9
E05009374,7530.1
E05009375,16615.5
E05009376,17245.1
E05009377,11521.4
E05009378,21222.2
E05009379,6817.5
E05009380,13330.8
E05009381,12462.7
E05009382,21110.6
E05009383,12626.9
E05009384,15444.9
E05009385,13913.5
E05009386,15989.2
E05009387,13753.8
E05009388,13117.3
E05009389,7292.4
E05009390,8423.5
E05009391,14174.6
E05009392,17501.5
E05009393,13563.4
E05009394,8104.3
E05009395,18526.1
E05009396,15759
E05009397,9261.3
E05009398,10969.8
E05009399,16410.5
E05009400,13922.4
E05009401,13579.5
E05009402,12797.9
E05009403,9255.6
E05009404,12877.5
E05009405,11847.3
E05009406,2195.7
E05009407,2715.5
E05009408,4895.4
E05009409,2364.7
E05009410,2271
E05009411,1958.9
E05009412,3238.1
E05009413,656.6
E05009414,1825.6
E05009415,2172.3
E05009416,228.1
E05009417,2021.7
E05009418,99.2
E05009419,3782.4
E05009420,2635.8
E05009421,1298.4
E05009422,2917.8
E05009423,2187.1
E05009424,3794.1
E05009425,992.1
E05009426,2501.1
E05009427,255.6
E05009428,611.3
E05009429,1802.1
E05009430,4986.6
E05009431,857.3
E05009432,2174.8
E05009433,725.4
E05009434,2221.9
E05009435,3681
E05009436,1179.2
E05009437,3992.7
E05009438,32.9
E05009439,3618.4
E05009440,67.4
E05009441,2394.7
E05009442,36.8
E05009443,46.7
E05009444,45.8
E05009445,2673.9
E05009446,50.9
E05009447,399.4
E05009448,30.5
E05009449,2130.8
E05009450,5163.2
E05009452,74
E05009453,3839.1
E05009454,28.3
E05009455,18.1
E05009456,2060.5
E05009457,155.4
E05009458,29.2
E05009459,3939.4
E05009460,610
E05009461,69.8
E05009462,70.2
E05009463,1224.5
E05009464,73.4
E05009465,188.9
E05009466,116.9
E05009467,763.5
E05009468,430.9
E05009469,64.7
E05009470,129.2
E05009471,556.7
E05009472,49.1
E05009473,20.8
E05009474,4473.4
E05009475,32.3
E05009476,80.1
E05009478,2509.4
E05009479,954
E05009480,1255.6
E05009481,1752.7
E05009482,4399.4
E05009485,33.9
E05009486,2547.2
E05009487,37.9
E05009488,4100.9
E05009489,1461
E05009490,45.8
E05009491,514.8
E05009492,56.3
E05009493,2793.5
E05009494,3334.1
E05009495,81.8
E05009496,56.7
E05009497,4399.7
E05009498,1807.1
E05009499,46.6
E05009500,501.3
E05009501,265.9
E05009502,223.9
E05009503,659
E05009504,3240.7
E05009505,89.8
E05009506,288
E05009507,133.4
E05009508,1661
E05009509,267.5
E05009510,2423.6
E05009511,488
E05009512,198.4
E05009513,4910.8
E05009514,1575.4
E05009544,2751
E05009545,267.2
E05009546,776.7
E05009547,90.7
E05009548,3847.4
E05009549,46
E05009550,259.7
E05009551,4539.1
E05009552,1752
E05009553,3264.5
E05009554,1533.5
E05009555,1711.9
E05009556,794.9
E05009557,773.6
E05009558,5175.3
E05009559,4872.4
E05009560,2413.3
E05009561,379.6
E05009562,183.6
E05009563,140.6
E05009564,3869.4
E05009565,1520.3
E05009566,117.1
E05009567,2832.8
E05009568,518.8
E05009569,991.1
E05009570,278.4
E05009571,316.5
E05009572,2059.8
E05009573,1744.3
E05009574,1138.6
E05009575,106.7
E05009577,224.9
E05009578,1179.9
E05009579,292.7
E05009580,1379
E05009582,1971.3
E05009583,4451.5
E05009584,2095.6
E05009585,2091.8
E05009586,1057.5
E05009587,4977.4
E05009588,3600.3
E05009589,365.9
E05009590,1059.6
E05009591,145.9
E05009592,3625.7
E05009593,486.1
E05009594,2697.1
E05009595,915.5
E05009596,5773.7
E05009597,32.8
E05009598,182.1
E05009599,6232.9
E05009600,3791
E05009601,6001.3
E05009602,2125.3
E05009603,3625.4
E05009604,54.9
E05009605,27.2
E05009606,1998.4
E05009607,105.3
E05009608,4742.4
E05009609,3284.2
E05009610,1225.1
E05009611,120.2
E05009612,4889.1
E05009613,3525.2
E05009614,2961.5
E05009615,669.4
E05009616,26.1
E05009617,103.6
E05009618,2209.4
E05009619,3108.7
E05009620,2895.3
E05009621,72.8
E05009622,2641.6
E05009623,274.4
E05009624,67.8
E05009625,138.9
E05009626,69.5
E05009627,936.5
E05009628,3882.1
E05009629,4671
E05009630,5304.3
E05009631,47.6
E05009632,3739.5
E05009633,2044.4
E05009634,1965.9
E05009635,319.7
E05009636,44.1
E05009637,68.7
E05009638,172.1
E05009639,86.1
E05009640,1583.1
E05009641,3170.5
E05009642,2110.7
E05009643,27.4
E05009644,33.7
E05009645,75.1
E05009646,57.6
E05009647,229.8
E05009648,104.2
E05009649,55.1
E05009650,74
E05009651,73.5
E05009652,209.1
E05009653,72.2
E05009654,31.3
E05009655,23.8
E05009689,513.1
E05009690,340.6
E05009691,4927.3
E05009692,5736.8
E05009693,4450.1
E05009694,1557.2
E05009695,2921.4
E05009696,5357.8
E05009697,176.7
E05009698,4369.8
E05009699,1744.1
E05009700,3933.7
E05009701,254.8
E05009702,5450.9
E05009703,3492.8
E05009704,3397.5
E05009705,2688.7
E05009706,462.8
E05009707,4664.1
E05009708,3954.3
E05009709,668.9
E05009710,802
E05009711,66.4
E05009712,2357.1
E05009713,556
E05009714,121.1
E05009715,115
E05009716,112.1
E05009717,1725.3
E05009718,322.7
E05009719,4335.6
E05009720,76.3
E05009721,294.3
E05009722,4589
E05009723,322.8
E05009724,3792.9
E05009725,4090.4
E05009726,49.6
E05009727,964.9
E05009728,664
E05009729,259.4
E05009730,47.7
E05009731,130.5
E05009732,4741.3
E05009733,211.4
E05009734,314.2
E05009735,118.9
E05009736,223.7
E05009740,4252.5
E05009742,176
E05009743,228.6
E05009749,1046.6
E05009751,53.9
E05009754,3799.8
E05009755,4138.7
E05009757,2271.8
E05009769,52.5
E05009770,78.2
E05009771,149.2
E05009800,2656.8
E05009801,3183.4
E05009802,229.2
E05009803,98.3
E05009804,580.2
E05009805,4218.2
E05009806,1469.3
E05009807,4284.5
E05009808,2425.7
E05009809,1818.5
E05009810,1817.4
E05009811,2721.1
E05009812,1266.3
E05009813,4324.5
E05009814,8590.6
E05009815,1373.7
E05009816,5241.3
E05009817,647.8
E05009818,5224.1
E05009819,3609.9
E05009820,3483.8
E05009821,4355
E05009822,416.5
E05009823,125.1
E05009824,1397.8
E05009825,2934.3
E05009826,346
E05009827,199.1
E05009828,128.8
E05009829,2539.4
E05009830,2846.1
E05009831,1797.2
E05009832,5153.8
E05009833,518.4
E05009834,1460
E05009835,586.4
E05009836,1293.7
E05009837,2267.7
E05009838,2748
E05009839,599.9
E05009840,2566.1
E05009841,742.8
E05009842,1912.4
E05009843,105.4
E05009844,5802.8
E05009845,2591.3
E05009846,1023.8
E05009847,3349.4
E05009848,6218.8
E05009849,2261.5
E05009850,98.1
E05009851,745.2
E05009852,265.7
E05009853,3261.6
E05009854,3676.4
E05009855,4164.4
E05009856,3921
E05009857,2002.9
E05009858,2271.8
E05009859,4136.5
E05009860,2136.5
E05009861,2765.1
E05009862,5471.5
E05009863,3599.1
E05009864,2257.4
E05009865,1909.8
E05009866,5005.3
E05009867,4067.3
E05009868,799.5
E05009869,5946.9
E05009870,4918.8
E05009871,754.6
E05009872,2151.4
E05009873,119.8
E05009874,18.9
E05009875,146.2
E05009876,190.1
E05009877,94.1
E05009878,37.8
E05009879,31.5
E05009880,34.9
E05009881,81.1
E05009882,22.8
E05009883,45.8
E05009884,208.4
E05009885,240.8
E05009886,141.6
E05009887,14.1
E05009888,431
E05009889,42.1
E05009890,781.2
E05009891,3860.8
E05009892,19.3
E05009893,1358.7
E05009894,4195.2
E05009895,609.3
E05009896,1249.4
E05009897,1360.3
E05009898,48.7
E05009899,644.5
E05009900,615.1
E05009901,24.2
E05009902,71
E05009903,4851
E05009904,64.7
E05009905,25.8
E05009906,1124.5
E05009907,28.3
E05009908,214.2
E05009909,57.1
E05009910,54.8
E05009911,79.5
E05009912,66.3
E05009913,62.3
E05009914,244.4
E05009915,111
E05009916,414.2
E05009917,474.8
E05009918,330.3
E05009919,112.7
E05009920,56.4
E05009921,67
E05009922,160.5
E05009923,705.4
E05009924,631.3
E05009925,1966.1
E05009926,592.1
E05009927,420
E05009928,59.8
E05009929,209.1
E05009930,94.9
E05009931,37.2
E05009932,2186.4
E05009933,2121.4
E05009934,142.7
