ward_code,Observation
E05009935,120.9
E05009936,2183
E05009937,2935.8
E05009938,412.4
E05009939,78.1
E05009940,292.2
E05009941,1326.4
E05009942,4198.6
E05009943,3081.7
E05009944,1272.8
E05009945,3601.5
E05009946,5370.3
E05009947,1779.4
E05009948,74.7
E05009949,392.4
E05009950,2745.7
E05009951,1288.3
E05009952,2274.5
E05009953,3469.3
E05009954,3822.6
E05009955,41.9
E05009956,907.9
E05009958,118.7
E05009959,452.9
E05009960,1729.6
E05009961,99.5
E05009962,232.5
E05009963,77.5
E05009964,1680.8
E05009965,196.6
E05009966,875
E05009967,1258.3
E05009968,3844
E05009969,5532.3
E05009970,97.2
E05009971,2516.4
E05009972,2518.8
E05009973,2193
E05009974,2748.7
E05009975,57.4
E05009976,2695.5
E05009977,1816.6
E05009978,4292.6
E05009979,1897.6
E05009980,506.2
E05009981,2122.7
E05009982,1515.2
E05009983,2625.2
E05009984,785.8
E05009985,3252.5
E05009986,2722.5
E05009987,2417.3
E05009988,3621
E05009989,1803.6
E05009990,3229.8
E05009991,3177.3
E05009992,1508.8
E05009993,5302.6
E05009994,67.7
E05009995,2649.7
E05010015,2624.6
E05010016,2684.8
E05010017,4201.6
E05010018,6337.9
E05010019,2456.2
E05010020,711.2
E05010021,372.5
E05010022,1120.5
E05010023,192.3
E05010024,96.8
E05010025,134.5
E05010026,2383.3
E05010027,63.7
E05010064,2206.8
E05010066,544.3
E05010067,247
E05010068,1938.7
E05010070,64.9
E05010071,4324.4
E05010072,57.9
E05010073,346.9
E05010075,168.2
E05010076,367.9
E05010077,56.9
E05010078,300.7
E05010079,116
E05010080,349.3
E05010081,146.4
E05010082,40.8
E05010083,67.1
E05010090,70.4
E05010091,1824.9
E05010092,2634
E05010093,1115.3
E05010094,389.5
E05010095,357.3
E05010096,367.3
E05010097,488.9
E05010098,559.5
E05010099,1623.6
E05010100,726
E05010101,668.4
E05010102,364.3
E05010103,176
E05010104,3107.4
E05010105,2631.9
E05010106,151
E05010107,586.5
E05010108,5980.2
E05010109,1686.4
E05010110,997.8
E05010111,799.9
E05010112,1664.6
E05010113,355.9
E05010114,1417.3
E05010115,443.2
E05010116,88.4
E05010117,546.4
E05010118,1361.9
E05010119,392.5
E05010120,157
E05010121,555.2
E05010122,2510.8
E05010123,1735.1
E05010124,1017.2
E05010125,3173.4
E05010126,179.6
E05010127,77.3
E05010128,52
E05010129,25.3
E05010130,54.2
E05010131,63.7
E05010132,89.2
E05010133,215.1
E05010134,53.3
E05010135,3195.9
E05010136,3564.6
E05010137,1322.8
E05010138,56.2
E05010139,98.8
E05010140,78.5
E05010141,100.6
E05010142,40.1
E05010143,52.8
E05010144,1507.4
E05010145,188.5
E05010146,45.8
E05010147,3957.7
E05010148,31.7
E05010149,305.5
E05010150,73.8
E05010151,824.8
E05010152,190
E05010153,858.4
E05010154,104
E05010155,26.4
E05010156,451.9
E05010157,91.4
E05010158,34.5
E05010159,2324.2
E05010160,3868.6
E05010161,2814.5
E05010162,3451.5
E05010163,2718.8
E05010164,2841.6
E05010165,1437.9
E05010166,51.3
E05010167,23.5
E05010168,44
E05010169,558.7
E05010170,128.2
E05010171,73
E05010172,4060
E05010173,2828.1
E05010174,2284.3
E05010175,2038.7
E05010176,81.8
E05010177,67.3
E05010178,2047.5
E05010179,85.4
E05010180,794.8
E05010181,437.7
E05010182,184.9
E05010183,113.5
E05010184,982.2
E05010185,41.4
E05010186,828.1
E05010187,3137.8
E05010188,45.2
E05010189,3730.5
E05010190,135.9
E05010191,659
E05010192,219.8
E05010193,83.6
E05010194,68.6
E05010195,139
E05010196,40.3
E05010197,93.8
E05010198,44.8
E05010199,170.7
E05010200,234.9
E05010201,1180.9
E05010202,64
E05010203,1060.9
E05010204,470
E05010205,135.2
E05010206,451.8
E05010207,94.6
E05010208,321
E05010209,940.4
E05010210,110.1
E05010211,142.3
E05010212,702.8
E05010213,83.9
E05010214,1561.7
E05010215,3673.8
E05010216,1997.6
E05010217,3790.1
E05010218,1349.8
E05010219,2383.2
E05010220,1135.7
E05010221,3632.4
E05010222,1248
E05010223,873
E05010224,333.7
E05010225,1374
E05010226,4683.1
E05010227,311
E05010228,3078.4
E05010229,3187.6
E05010230,785.9
E05010231,617.5
E05010232,4756.8
E05010233,168.1
E05010234,1629.7
E05010235,3482.9
E05010236,1650.7
E05010237,48.5
E05010238,35.6
E05010239,34.1
E05010240,700.7
E05010241,339.4
E05010242,510.2
E05010243,2277.3
E05010244,1362.1
E05010245,22.9
E05010246,72.5
E05010247,55
E05010248,40.8
E05010249,34.8
E05010250,104
E05010251,94.9
E05010252,39.2
E05010253,102
E05010254,89.9
E05010255,107.8
E05010256,289.6
E05010257,86
E05010258,4612.7
E05010259,1341
E05010260,3567.1
E05010261,357.5
E05010262,59.6
E05010263,1245.5
E05010276,404
E05010277,216.2
E05010278,186.8
E05010279,816.3
E05010280,4882
E05010281,2616.2
E05010282,3479.6
E05010283,1240.6
E05010284,177.6
E05010285,114.6
E05010286,386.7
E05010287,288.2
E05010288,3389.5
E05010289,420.7
E05010290,2520.8
E05010291,2873.5
E05010292,399.9
E05010293,5783.1
E05010294,3167.7
E05010295,1495.9
E05010296,2824.1
E05010297,3725
E05010298,5471.2
E05010299,3121.9
E05010300,750.9
E05010301,4719
E05010302,5446.6
E05010303,4974.4
E05010304,3570.7
E05010305,1948.4
E05010306,2351.2
E05010307,613.1
E05010308,124.4
E05010309,113.2
E05010310,283.3
E05010311,4101.3
E05010312,359.1
E05010313,6081.4
E05010314,540.9
E05010315,2679.2
E05010316,4116.2
E05010317,247.7
E05010318,5049.1
E05010319,711.8
E05010320,5221.1
E05010321,1007.6
E05010322,3909
E05010323,3971.6
E05010324,1174.9
E05010325,3065.5
E05010326,226.1
E05010327,2047
E05010328,158.2
E05010329,246.1
E05010330,5024.3
E05010331,88.5
E05010365,4356.6
E05010366,358.7
E05010367,2561.1
E05010368,4298.5
E05010369,5211
E05010370,3512.6
E05010371,73.6
E05010372,130.8
E05010374,875.2
E05010378,191
E05010379,242.8
E05010380,145.9
E05010382,41.4
E05010383,51.3
E05010384,165.5
E05010385,71.2
E05010388,2209.1
E05010389,1439.9
E05010390,94.8
E05010392,2759.4
E05010393,478
E05010395,666.5
E05010396,1853.7
E05010397,636.3
E05010398,875.4
E05010399,4868.3
E05010402,3813.5
E05010404,707.3
E05010405,4319.1
E05010407,2319.5
E05010408,3371.6
E05010409,3050.6
E05010410,5030.9
E05010411,1280.2
E05010412,6457.9
E05010413,784.7
E05010414,4726.5
E05010415,4410.6
E05010416,3074.8
E05010417,3116
E05010418,3917.7
E05010419,60.3
E05010420,1308.8
E05010421,134.7
E05010422,3718.5
E05010423,3744.9
E05010424,5196.2
E05010425,3781.1
E05010426,1945.6
E05010427,6820.8
E05010428,2031.7
E05010429,119.1
E05010430,2719.2
E05010431,3351.7
E05010458,3719.1
E05010459,3133.8
E05010460,2056.3
E05010461,10117.6
E05010462,4414.9
E05010463,6295.3
E05010464,3420
E05010465,5176.3
E05010466,8115.6
E05010467,5068.7
E05010468,4023.8
E05010469,10840.8
E05010470,4691.6
E05010471,5013
E05010472,9207.7
E05010473,11466.5
E05010474,5703.9
E05010475,3693.5
E05010476,10720.6
E05010477,3649.2
E05010478,14553.2
E05010479,230.7
E05010480,2628.9
E05010481,2220.2
E05010482,4159.5
E05010483,2041.4
E05010484,56.6
E05010485,1753.6
E05010486,400.9
E05010487,86.8
E05010488,188.6
E05010489,4638.7
E05010490,2648.7
E05010491,3446.9
E05010492,3724.1
E05010493,209
E05010494,56.2
E05010495,1750
E05010496,1020
E05010497,1903.6
E05010498,70.7
E05010499,104.2
E05010500,2001.1
E05010501,2920.6
E05010502,3153.2
E05010503,2025.8
E05010504,151.4
E05010505,3360.3
E05010506,3807.1
E05010507,1829.4
E05010508,3856.2
E05010509,929.9
E05010510,1575.6
E05010511,3610.6
E05010512,167.2
E05010513,128.6
E05010514,1348.2
E05010515,429
E05010516,5946.4
E05010517,5559.4
E05010518,1977
E05010519,4972.7
E05010520,1579.3
E05010521,583.9
E05010522,3130.2
E05010523,1277.4
E05010524,4667.4
E05010525,3094.7
E05010526,457.5
E05010527,1915.4
E05010528,612.3
E05010529,3080.1
E05010530,3370.6
E05010531,4604.7
E05010532,2089.8
E05010533,611.6
E05010550,75.1
E05010551,19.3
E05010552,144.9
E05010553,57.5
E05010554,51
E05010555,10.2
E05010556,25
E05010557,36.6
E05010558,35.1
E05010559,22
E05010560,33
E05010561,143.5
E05010562,134.7
E05010563,37.8
E05010564,37.9
E05010565,721.2
E05010566,1284.9
E05010567,1237
E05010604,3853.8
E05010605,541.5
E05010606,2582.9
E05010607,5192.7
E05010608,2823.5
E05010609,280.4
E05010610,2245.8
E05010611,749.8
E05010612,4082.5
E05010613,187.4
E05010614,1717.9
E05010615,3907.4
E05010616,1115.4
E05010617,837.1
E05010618,2982.6
E05010619,1982.7
E05010620,5183.8
E05010621,349.5
E05010622,4701.5
E05010623,855.6
E05010624,141.7
E05010625,38.9
E05010626,4354.7
E05010627,158.7
E05010628,1629.2
E05010629,510.2
E05010630,463.9
E05010631,991.4
E05010632,2823.1
E05010633,3359.6
E05010634,2543.6
E05010635,81.8
E05010636,18.8
E05010637,4505.4
E05010638,73.1
E05010639,607.8
E05010640,859.1
E05010641,2518.5
E05010642,1302.4
E05010643,29
E05010644,108.3
E05010645,2286.6
E05010646,1698.3
E05010647,858.4
E05010648,46.3
E05010649,447.9
E05010650,1590.2
E05010651,270.8
E05010652,338.1
E05010653,2849.1
E05010654,4140.7
E05010655,62.5
E05010656,3003.8
E05010657,2802.3
E05010658,1004.4
E05010659,58.1
E05010660,3716.3
E05010661,786.4
E05010662,237.7
E05010663,697.8
E05010664,1967.2
E05010665,326.7
E05010666,67.9
E05010667,48
E05010668,1427.7
E05010669,207.2
E05010670,3110.2
E05010671,5223.7
E05010672,161.4
E05010673,1210.9
E05010674,456.9
E05010675,2266.9
E05010676,3355.4
E05010677,3830.2
E05010678,4954.2
E05010679,2804.2
E05010680,2969.8
E05010681,1291.5
E05010682,1443.8
E05010683,742.6
E05010684,615.7
E05010685,776.8
E05010686,903.1
E05010687,5701.8
E05010688,4058.8
E05010689,1229.9
E05010690,1402.9
E05010691,271
E05010692,3093.4
E05010693,316.4
E05010694,3854.4
E05010695,461.7
E05010696,183.5
E05010697,57.1
E05010698,26.7
E05010699,1206.7
E05010700,108.9
E05010701,29.6
E05010702,2099.1
E05010703,24.7
E05010704,26.2
E05010705,228.4
E05010706,35.8
E05010707,955.2
E05010708,30.2
E05010709,52.1
E05010710,150.8
E05010711,245.1
E05010712,110.3
E05010713,4459.9
E05010714,35.6
E05010715,3710.8
E05010716,26.5
E05010717,104.8
E05010718,2023.5
E05010719,107.5
E05010720,765.9
E05010721,100.6
E05010722,3044.3
E05010723,143.5
E05010724,41.9
E05010725,3617.4
E05010726,122.9
E05010727,2652.7
E05010728,1333.3
E05010729,1201.3
E05010730,2162.2
E05010731,977.4
E05010732,2650.5
E05010733,772.3
E05010734,1884.3
E05010735,1128.4
E05010736,408.8
E05010737,276.3
E05010738,2279.3
E05010739,2268.5
E05010740,158
E05010741,1577.6
E05010742,561.8
E05010743,136.7
E05010744,477.4
E05010745,385.1
E05010746,175.8
E05010747,3616.8
E05010748,1880.9
E05010755,180.4
E05010756,4489.7
E05010757,3004.9
E05010758,4237.1
E05010759,150.5
E05010760,200.2
E05010781,28.9
E05010782,193
E05010783,108.5
E05010784,2769.2
E05010785,3695.5
E05010786,1818.2
E05010787,2334.5
E05010788,4935.8
E05010789,4917.4
E05010790,2266.7
E05010791,3622.9
E05010792,3680.5
E05010793,2730.2
E05010794,3433.1
E05010795,2363.5
E05010796,4159.7
E05010797,5477.7
E05010798,478
E05010799,2094.3
E05010800,1019
E05010801,2364.1
E05010802,2886.7
E05010803,1268
E05010804,3844.4
E05010805,77.8
E05010806,3361.6
E05010807,4701.6
E05010808,5083
E05010809,1246.4
E05010810,76.1
E05010811,2152.8
E05010812,3625.2
E05010813,122.2
E05010814,2589.5
E05010815,1003
E05010816,1276.7
E05010817,5389.9
E05010818,2519.8
E05010819,1425.5
E05010820,5653.8
E05010821,4533.1
E05010822,3686.2
E05010823,2357.7
E05010824,2871
E05010825,1567.8
E05010826,110.3
E05010827,1731.9
E05010828,3229.2
E05010829,5065.8
E05010830,2925.4
E05010831,331.6
E05010832,141.5
E05010833,198.6
E05010834,2238.2
E05010835,5798.8
E05010836,1476.2
E05010837,3889.8
E05010838,109.3
E05010839,2998.7
E05010840,2216.3
E05010841,1054.2
E05010842,1005.3
E05010843,1225.5
E05010844,511.1
E05010845,151.1
E05010846,5375.2
E05010847,1461.9
E05010848,1189.3
E05010849,539.6
E05010850,851.9
E05010851,2258.6
E05010852,150.9
E05010853,297.2
E05010854,4649
E05010855,2564.7
E05010856,2100.1
E05010857,2880
E05010858,2936.2
E05010859,3275
E05010860,7088.5
E05010861,3859.7
E05010862,6612.5
E05010863,4414.2
E05010864,1390.4
E05010865,677.4
E05010866,1833.3
E05010867,2950.4
E05010868,5111.1
E05010869,697.6
E05010870,4731.8
E05010871,3164
E05010872,3434.8
E05010873,4208.7
E05010874,1930
E05010875,7288.5
E05010876,4272.8
E05010877,3721.4
E05010878,3161.2
E05010879,4296
E05010880,257.4
E05010881,198.3
E05010882,7420.6
E05010883,1381.1
E05010884,2433.6
E05010885,10158.4
E05010886,1093.1
E05010887,4171
E05010888,8693.2
E05010889,3163.2
E05010890,3110.5
E05010891,3616.7
E05010892,8241.5
E05010893,7611.6
E05010894,11061.6
E05010895,11488.8
E05010896,9573.6
E05010897,4175.7
E05010898,5029.5
E05010899,4018.9
E05010900,5279.3
E05010901,3395.5
E05010902,3404.2
E05010903,6421.7
E05010904,6050.5
E05010905,5457.6
E05010906,6183.9
E05010907,5523.8
E05010908,3130.5
E05010909,7656.3
E05010910,7224.6
E05010911,4823
E05010912,6529.9
E05010913,4819
E05010914,7865.4
E05010915,3661.7
E05010916,2457.9
E05010917,3888.7
E05010918,8125
E05010921,2876.7
E05010922,1712.5
E05010923,3113.4
E05010924,5546.9
E05010925,3411.2
E05010926,1164.5
E05010928,4292.6
E05010929,69.3
E05010930,92.3
E05010932,868.6
E05010933,556.2
E05010934,73.4
E05010935,2725.1
E05010936,964.8
E05010937,1576.4
E05010938,1121.2
E05010939,5631.7
E05010940,542.8
E05010941,5694.2
E05010942,2438.4
E05010943,5695.9
E05010944,3022.5
E05010945,3660.3
E05010946,3978.8
E05010947,6174.8
E05010948,720.1
E05010949,3450.4
E05010950,4398.2
E05010951,5328.6
E05010952,2344.5
E05010953,9124.4
E05010954,3715.7
E05010955,3430.4
E05010956,4498.5
E05010957,3967.4
E05010958,4240.1
E05010959,5919.5
E05010960,3365.5
E05010961,2152.6
E05010962,5800.8
E05010963,2056
E05010964,3277.2
E05010965,2909.9
E05010966,3188.4
E05010967,1299
E05010969,96.4
E05010972,645.3
E05010973,827.1
E05010975,96.1
E05010976,1612.8
E05010981,135.3
E05010982,560.1
E05010986,1539.4
E05010987,3251.6
E05010988,4278.6
E05010990,1059
E05010991,2074.6
E05010992,266.3
E05010995,79.6
E05010996,163.9
E05010997,266.8
E05010998,142.5
E05010999,305.4
E05011000,527.5
E05011001,3338.8
E05011002,2740.8
E05011003,4917.6
E05011004,1727.8
E05011005,2805.6
E05011006,153.8
E05011007,402.2
E05011008,36.6
E05011009,261.4
E05011010,72.6
E05011011,1459.6
E05011012,3331.5
E05011013,2345.1
E05011014,5520.6
E05011015,2227
E05011016,6231.4
E05011017,2394.8
E05011018,2530.1
E05011019,2522.8
E05011020,4239.3
E05011021,2417
E05011022,5654.2
E05011023,1811.2
E05011024,522.3
E05011025,1784.7
E05011026,1309
E05011027,319.8
E05011028,4233
E05011029,444.9
E05011030,4932.6
E05011031,601
E05011032,2930.8
E05011033,3341
E05011034,4033.1
E05011035,3418.9
E05011036,1041.4
E05011037,655.3
E05011038,5411.3
E05011039,706.1
E05011040,3213.1
E05011041,2947.9
E05011042,3546.5
E05011043,447.9
E05011044,3898.5
E05011045,2104.8
E05011046,10450.2
E05011047,6363.2
E05011048,5333.1
E05011049,6413.4
E05011050,4150.6
E05011051,5002.8
E05011052,4162.7
E05011053,1996.6
E05011054,5198.1
E05011055,3566.3
E05011056,11054.8
E05011057,4694.4
E05011058,261
E05011059,2264.9
E05011060,1918.7
E05011061,4096
E05011062,765.9
E05011063,5585
E05011064,650.9
E05011065,4081.5
E05011066,3559.5
E05011067,281.7
E05011068,3241.7
E05011069,4666
E05011070,1946.1
E05011071,654
E05011072,718
E05011073,488.9
E05011074,1541.7
E05011075,553.2
E05011076,901.3
E05011077,2443.4
E05011078,1884.6
E05011079,3126.6
E05011080,2688.8
E05011081,3855.7
E05011082,2277.8
E05011083,617.2
E05011084,3557.5
E05011085,4122
E05011086,2273
E05011087,2834.8
E05011088,2023.1
E05011089,694.8
E05011095,8885.1
E05011096,16694.3
E05011097,8762.5
E05011098,19627
E05011099,9605.4
E05011100,3912.8
E05011101,3507.7
E05011102,11317.4
E05011103,11780.2
E05011104,13013.5
E05011105,17252.3
E05011106,16337.4
E05011107,19902
E05011108,11808.4
E05011109,11473.6
E05011110,17290.7
E05011111,5367.8
E05011112,11071.2
E05011113,11379.9
E05011114,14731.7
E05011115,14211.2
E05011116,13277.5
E05011117,10318.9
E05011118,6376.1
E05011119,5855.8
E05011120,9905.6
E05011121,7271.2
E05011122,7680.1
E05011123,2734.1
E05011124,4309.5
E05011125,8721
E05011126,3844.7
E05011127,8234.6
E05011128,8581.6
E05011129,3858.8
E05011130,4855.4
E05011131,5478.9
E05011132,4016.1
E05011133,4900.3
E05011134,2370.4
E05011135,5589.7
E05011136,4589.7
E05011137,4678
E05011138,4669.4
E05011139,4453.4
E05011140,6471.2
E05011141,5162.4
E05011142,7668.9
E05011143,3335.3
E05011144,4481.9
E05011145,5979.2
E05011146,5708.4
E05011147,8055.2
E05011148,3242.5
E05011149,4330.3
E05011150,5956.6
E05011151,6991.6
E05011152,4203.6
E05011153,10787.8
E05011154,3696.3
E05011155,2807
E05011156,7359.4
E05011157,6453.4
E05011158,3826.3
E05011159,4702.7
E05011160,2805.1
E05011161,5587.8
E05011162,2267.6
E05011163,4490.9
E05011164,5038.1
E05011165,4626
E05011166,4111.4
E05011167,9567.1
E05011168,6166
E05011169,5001.4
E05011170,7976.3
E05011171,10823.5
E05011172,5342.8
E05011173,6031.7
E05011174,1659.6
E05011175,2001.3
E05011176,2357.7
E05011177,1616.4
E05011178,2032.9
E05011179,1937.1
E05011180,964.6
E05011181,2785.7
E05011182,3887.6
E05011183,5423.3
E05011184,4399.5
E05011185,5701.3
E05011186,7807.6
E05011187,1776.9
E05011188,841.9
E05011189,1110.7
E05011190,3212.6
E05011191,5193
E05011192,2029.6
E05011193,1654.2
E05011194,1233.6
E05011195,1621.2
E05011196,3612
E05011197,2639.5
E05011198,2737
E05011199,608.5
E05011200,2175.3
E05011201,1709.7
E05011202,2907.3
E05011203,4602.5
E05011204,6962.2
E05011205,9080.1
E05011206,3089.2
E05011207,6624.1
E05011208,2903.8
E05011209,3973.3
E05011210,3406.3
E05011211,1074.3
E05011212,2270.2
E05011213,4109
E05011214,7762.6
E05011215,1494.3
E05011216,4260.6
E05011217,5481.3
E05011218,3577.4
E05011219,4307.7
E05011220,5756.3
E05011221,4633
E05011222,3189.7
E05011223,5698.8
E05011224,5648.1
E05011225,5437.4
E05011226,5082.7
E05011227,5334
E05011228,6502.3
E05011229,1228.8
E05011230,3864.2
E05011231,2944.3
E05011232,3720.4
E05011233,6702.8
E05011234,1819.4
E05011235,9403
E05011236,3879.1
E05011237,10624.8
E05011238,7792.3
E05011239,5692.4
E05011240,15013.9
E05011241,8879.2
E05011242,5125.6
E05011243,5563.2
E05011244,8420.2
E05011245,2777.5
E05011246,11628.1
E05011247,14173.4
E05011248,8750.7
E05011249,3391.3
E05011250,8291.2
E05011251,8283.9
E05011252,6289.5
E05011253,8450.4
E05011254,1702.9
E05011255,5544.5
E05011256,46.9
E05011257,557.4
E05011258,125.2
E05011259,275.1
E05011260,238.6
E05011261,44.6
E05011262,95.3
E05011263,281
E05011264,209.3
E05011265,3330.3
E05011266,2164.1
E05011267,34.7
E05011268,151.5
E05011269,1229.7
E05011270,1503.5
E05011271,2456.1
E05011272,959.8
E05011273,3058.3
E05011274,3124.9
E05011275,1276.8
E05011276,98.4
E05011277,194.4
E05011278,55.9
E05011279,302.3
E05011280,78.1
E05011281,352.7
E05011282,47.8
E05011283,2656.3
E05011284,93.2
E05011285,170.7
E05011286,79.9
E05011289,194.7
E05011291,160.4
E05011292,89.3
E05011293,287.4
E05011294,221.4
E05011295,292.8
E05011296,211.5
E05011297,791.4
E05011298,124.7
E05011300,212.3
E05011301,269
E05011304,346.7
E05011305,142.1
E05011306,47
E05011307,140.9
E05011348,319.4
E05011349,1395.9
E05011350,5042.9
E05011351,5201.2
E05011352,4191.6
E05011353,3536
E05011354,7023.9
E05011355,4559.2
E05011356,6373.8
E05011357,5145
E05011358,3505.7
E05011359,4045.8
E05011360,5610.7
E05011361,6910
E05011362,4026.7
E05011363,4503.6
E05011364,7262.9
E05011365,5395
E05011366,4793.8
E05011367,2123.2
E05011368,7273.9
E05011369,7791.5
E05011370,7271.6
E05011371,3636.6
E05011372,12963.1
E05011373,5459.4
E05011374,2870.8
E05011375,8554.6
E05011376,6028.3
E05011377,8105.8
E05011378,5337.1
E05011379,7320.3
E05011380,8324.7
E05011381,1331.1
E05011384,1299.7
E05011385,4530
E05011387,3818.9
E05011388,3260.8
E05011389,1954.3
E05011390,4741.3
E05011391,2424.4
E05011394,7731
E05011395,1203.9
E05011396,168.6
E05011397,10657
E05011399,2987.9
E05011400,4090.5
E05011401,536.9
E05011402,4107.7
E05011403,5901.6
E05011404,3186.8
E05011405,4265
E05011406,1735.5
E05011407,1852
E05011409,2440.5
E05011410,1023.9
E05011411,2665.9
E05011413,3211.5
E05011414,470.8
E05011415,282.1
E05011416,1675.7
E05011417,2836
E05011418,2561.6
E05011419,3892.1
E05011420,1349.9
E05011421,335.1
E05011422,2256.8
E05011423,3278.4
E05011424,88.9
E05011425,168.5
E05011426,62.4
E05011427,4506.8
E05011428,889.7
E05011429,1569
E05011430,1246.8
E05011431,1902.7
E05011432,3098.8
E05011433,2180.2
E05011434,2840.2
E05011435,3254.4
E05011436,10312.3
E05011437,3457.2
E05011438,3736.6
E05011439,4862
E05011440,436.9
E05011441,664.6
E05011442,3235.1
E05011443,3555.4
E05011444,4953
E05011445,5406.9
E05011446,3803
E05011447,4616.2
E05011448,6267.2
E05011449,5564.8
E05011450,3922.9
E05011451,2148.8
E05011452,3915.4
E05011453,4692.2
E05011454,7932.5
E05011455,11768.4
E05011456,1380.4
E05011457,6542.8
E05011458,4194.2
E05011459,3713.8
E05011460,4725.8
E05011461,2907
E05011462,7441.7
E05011463,12068.5
E05011464,11750.3
E05011465,10359.1
E05011466,3410.4
E05011467,6326.7
E05011468,10456.6
E05011469,2113.8
E05011470,7729.7
E05011471,4552.5
E05011472,9060.1
E05011473,4791.8
E05011474,1457.8
E05011475,2911.6
E05011476,2978.9
E05011477,3963.4
E05011478,2092.8
E05011479,10084.1
E05011480,1905.2
E05011481,2039.3
E05011482,4954
E05011483,2334.2
E05011484,4580
E05011485,7681.6
E05011486,10440.8
E05011487,4766.7
E05011488,9519.1
E05011489,7845.4
E05011508,5676.6
E05011509,9424.1
E05011510,1880.4
E05011511,3085.4
E05011512,2408.2
E05011513,2297.7
E05011514,3562.1
E05011515,1100.6
E05011516,570
E05011517,4172.8
E05011518,2986
E05011519,696.7
E05011520,4920.4
E05011521,2776.2
E05011522,8460.6
E05011523,9111.2
E05011524,114.7
E05011525,5700
E05011526,4537.5
E05011527,4807
E05011528,3048
E05011529,3591.4
E05011530,5250.1
E05011531,3148.7
E05011532,2740.7
E05011533,4372.1
E05011534,3859.7
E05011535,4820.2
E05011536,1588.2
E05011537,4365
E05011538,2725.8
E05011539,5906.1
E05011540,3247.3
E05011541,3853.7
E05011542,5376.6
E05011543,3484.4
E05011544,4946.6
E05011545,3973.7
E05011547,2067.7
E05011549,972.4
E05011552,333.3
E05011553,2573.2
E05011554,827.4
E05011555,127.3
E05011558,143.5
E05011559,145.2
E05011560,77.8
E05011561,250
E05011562,52.9
E05011563,367.2
E05011564,148.9
E05011565,920.5
E05011566,92.6
E05011567,95.4
E05011568,133.9
E05011569,173.8
E05011570,219.9
E05011571,137.6
E05011572,108.6
E05011573,77.2
E05011574,8459.4
E05011575,3785.2
E05011576,4076.5
E05011577,873.4
E05011578,1355.5
E05011579,1648.9
E05011580,2249.7
E05011581,4797.7
E05011582,3709.7
E05011583,96.1
E05011584,106.5
E05011585,1563.9
E05011586,40.1
E05011587,1040.8
E05011588,3049.5
E05011589,1449.4
E05011590,1601
E05011591,1889.3
E05011592,313.6
E05011593,88.4
E05011594,2119.4
E05011595,3402.9
E05011596,4353.9
E05011597,78.2
E05011598,4668.6
E05011599,823.7
E05011600,1592.3
E05011601,2017.9
E05011602,896.2
E05011603,274.8
E05011604,6262
E05011605,2188.3
E05011606,2848.8
E05011607,2328.6
E05011608,1514.9
E05011609,4126
E05011610,824.8
E05011611,395.2
E05011612,2974.8
E05011613,75
E05011614,58
E05011615,47.5
E05011616,66.5
E05011617,123.7
E05011618,186
E05011619,74.3
E05011620,150.2
E05011621,553.8
E05011622,134.6
E05011623,189.9
E05011624,136.2
E05011625,43.4
E05011626,183.5
E05011627,72.4
E05011628,4042.7
E05011629,1757.7
E05011630,2016.1
E05011631,2653.8
E05011632,916.3
E05011633,835.4
E05011634,57.6
E05011635,636.2
E05011636,107.3
E05011637,98.4
E05011638,79.1
E05011639,2204.6
E05011640,484.7
E05011641,3944.8
E05011642,4744.9
E05011643,1439
E05011644,4273.9
E05011645,47.6
E05011646,783.3
E05011647,1588.3
E05011648,179.5
E05011649,111.2
E05011650,101
E05011651,380.9
E05011652,139.2
E05011653,100.2
E05011654,995.3
E05011655,2360.4
E05011656,795.5
E05011657,2358.3
E05011658,57.6
E05011659,456.6
E05011660,2432.7
E05011661,2316.6
E05011662,1389.5
E05011663,253
E05011664,1572.4
E05011665,54.9
E05011666,2025.3
E05011667,4942.8
E05011668,2608.2
E05011669,3795.3
E05011670,1806.1
E05011671,74
E05011672,88
E05011673,45.4
E05011674,38.1
E05011675,363.5
E05011676,46
E05011677,89
E05011678,69.7
E05011679,174.6
E05011680,243
E05011681,86.5
E05011682,1818
E05011683,259.8
E05011684,612.6
E05011685,363.5
E05011686,57.2
E05011701,140.7
E05011702,1996
E05011703,4582.5
E05011704,59.6
E05011705,61.1
E05011707,97.3
E05011708,79
E05011710,2185.2
E05011711,908.7
E05011712,106.4
E05011713,245.3
E05011714,305.7
E05011715,274.8
E05011717,288.9
E05011718,47.1
E05011719,466.5
E05011743,3075.1
E05011744,6248.1
E05011745,101.9
E05011746,82.5
E05011747,1402.3
E05011748,2719.3
E05011749,132.9
E05011750,1622
E05011751,55.7
E05011752,67.6
E05011753,2849.9
E05011754,3159.4
E05011755,3511
E05011756,3301.9
E05011757,50.7
E05011758,837.5
E05011759,341.5
E05011760,185.3
E05011761,1808.1
E05011762,2628
E05011763,3493
E05011764,2624.6
E05011765,55
E05011766,4098.4
E05011767,61.1
E05011768,3571.7
E05011769,5761.1
E05011770,7203
E05011771,2076.6
E05011772,233.9
E05011773,354.9
E05011774,80.4
E05011775,2711.2
E05011776,5143.2
E05011777,80.4
E05011778,73.1
E05011779,99.5
E05011780,2385.1
E05011781,104.4
E05011782,307.2
E05011783,109.6
E05011784,113.4
E05011785,169.4
E05011786,174.8
E05011787,68.4
E05011788,2189
