WD22CD,WD22NM,mean
E05014094,Woolwich Dockyard,0.2607322754236803
E05014095,Brixton Acre Lane,0.220245568091504
E05014096,Brixton North,0.27838638362184337
E05014097,Brixton Rush Common,0.4069802634383392
E05014098,Brixton Windrush,0.22463255248474842
E05014099,Clapham Common & Abbeville,0.4354562997629604
E05014100,Clapham East,0.22122076701095544
E05014101,Clapham Park,0.4035658535667937
E05014102,Clapham Town,0.31724117697599946
E05014103,Gipsy Hill,0.614977487551063
E05014104,Herne Hill & Loughborough Junction,0.4510474176009807
E05014105,Kennington,0.37271267622809223
E05014106,Knight's Hill,0.46859646259563953
E05014107,Myatt's Fields,0.3376879046849575
E05014108,Oval,0.23130151862996187
E05014109,St Martin's,0.4340421614655254
E05014110,Stockwell East,0.3555758416709265
E05014111,Stockwell West & Larkhall,0.373440581400208
E05014112,Streatham Common & Vale,0.4919892552972238
E05014113,Streatham Hill East,0.4434744358507982
E05014114,Streatham Hill West & Thornton,0.39379693362940565
E05014115,Streatham St Leonard's,0.32996280445859494
E05014116,Streatham Wells,0.5161264909710853
E05014117,Vauxhall,0.1977273226806163
E05014118,Waterloo & South Bank,0.16972183757448328
E05014119,West Dulwich,0.5810750209224852
E09000001,City of London,0.03133357491756687
