WD22CD,WD22NM,mean
E05013660,Haverstock,0.26462916785609736
E05013661,Highgate,0.746757875729248
E05013662,Holborn & Covent Garden,0.09622502616976016
E05013663,Kentish Town North,0.28676194499202085
E05013664,Kentish Town South,0.24057378169516414
E05013665,Kilburn,0.36802537020422266
E05013666,King's Cross,0.13891673971038856
E05013667,Primrose Hill,0.46513024187929175
E05013668,Regent's Park,0.21911207926608472
E05013669,St Pancras & Somers Town,0.14437833796486862
E05013670,South Hampstead,0.35198398732927516
E05013671,West Hampstead,0.24584688558020762
E05013672,Arnos Grove,0.5582142117128647
E05013673,Bowes,0.41283082643231345
E05013674,Brimsdown,0.34733248434418695
E05013675,Bullsmoor,0.46669357574772796
E05013676,Bush Hill Park,0.5021020681568203
E05013677,Carterhatch,0.3593136139883129
E05013678,Cockfosters,0.7385658722991236
E05013679,Edmonton Green,0.2991912884753113
E05013680,Enfield Lock,0.5529504985584816
E05013681,Grange Park,0.6400508362867715
E05013682,Haselbury,0.40573140437393773
E05013683,Highfield,0.46521224852626913
E05013684,Jubilee,0.39828588394323405
E05013685,Lower Edmonton,0.29974006903290706
E05013686,New Southgate,0.34000499164487125
E05013687,Oakwood,0.6140961828467826
E05013688,Palmers Green,0.43963171206518786
E05013689,Ponders End,0.24213158034102936
E05013690,Ridgeway,0.66836814758226
E05013691,Southbury,0.43507481982801205
E05013692,Southgate,0.5322716672040801
E05013693,Town,0.41170789133671465
E05013694,Upper Edmonton,0.23147313263152636
E05013695,Whitewebbs,0.7746485156254331
E05013696,Winchmore Hill,0.574100506242752
E05013697,Arsenal,0.2789242200150524
E05013698,Barnsbury,0.2784616148120081
E05013699,Bunhill,0.14717930967361567
E05013700,Caledonian,0.2810849298422164
E05013701,Canonbury,0.4160092313347238
E05013702,Clerkenwell,0.19910655195234941
E05013703,Finsbury Park,0.29023758671407895
E05013704,Highbury,0.5221451384140358
E05013705,Hillrise,0.46072890864771865
E05013706,Holloway,0.3050345305597073
E05013707,Junction,0.32157131412807205
E05013708,Laycock,0.34591833575653
E05013709,Mildmay,0.42045377278004803
E05013710,St Mary's & St James',0.2904747313582753
E05013711,St Peter's & Canalside,0.1900640301318266
E05013712,Tollington,0.28470342456635334
E05013713,Tufnell Park,0.4106923024212509
E05013714,Bellingham,0.6155052744041364
E05013715,Blackheath,0.7086532979410375
E05013716,Brockley,0.47500619990062365
E05013717,Catford South,0.43870142141720814
E05013718,Crofton Park,0.401819832862563
E05013719,Deptford,0.23789455593061942
E05013720,Downham,0.5272865485724856
E05013721,Evelyn,0.2533451845417578
E05013722,Forest Hill,0.5629807083842728
E05013723,Grove Park,0.5702643388693612
E05013724,Hither Green,0.43777460544849167
E05013725,Ladywell,0.5103189524658582
E05013726,Lee Green,0.45026663038651094
E05013727,Lewisham Central,0.30584747587471073
E05013728,New Cross Gate,0.24915807579386004
E05013729,Perry Vale,0.4464107846880322
E05013730,Rushey Green,0.4379891299101965
E05013731,Sydenham,0.5276341899034277
E05013732,Telegraph Hill,0.4406827619209607
E05013733,Addison,0.17091209071803165
E05013734,Avonmore,0.24455274366883098
E05013735,Brook Green,0.22392823190058067
E05013736,College Park & Old Oak,0.42622180582651764
E05013737,Coningham,0.1916313591668922
E05013738,Fulham Reach,0.258759586672109
E05013739,Fulham Town,0.109515838705692
E05013740,Grove,0.16126286491966224
E05013741,Hammersmith Broadway,0.1560477626030159
E05013742,Lillie,0.2471920603239387
E05013743,Munster,0.08037141265494686
E05013744,Palace & Hurlingham,0.4016475804353644
E05013745,Parsons Green & Sandford,0.2118566824429251
E05013746,Ravenscourt,0.3118768120030722
E05013747,Sands End,0.10477780008819726
E05013748,Shepherd's Bush Green,0.15611393608457427
E05013749,Walham Green,0.18982970272395666
E05013750,Wendell Park,0.28655353899803876
E05013751,West Kensington,0.1283646163770934
E05013752,White City,0.24705868999528033
E05013753,Wormholt,0.36845075910597713
E05013754,Beddington,0.4371368265594583
E05013755,Belmont,0.6484675453603219
E05013756,Carshalton Central,0.5908840495872854
E05013757,Carshalton South & Clockhouse,0.8409020419583626
E05013758,Cheam,0.6932270180305239
E05013759,Hackbridge,0.5575029832935556
E05013760,North Cheam,0.3263459302641187
E05013761,St Helier East,0.5513773592918481
E05013762,St Helier West,0.4258575008351668
E05013763,South Beddington & Roundshaw,0.6959962090941689
E05013764,Stonecot,0.40168899106457656
E05013765,Sutton Central,0.2960407450029806
E05013766,Sutton North,0.5121616496186121
E05013767,Sutton South,0.6156429276739815
E05013768,Sutton West & East Cheam,0.4809171818003689
E05013769,The Wrythe,0.4294028994522599
E05013770,Wallington North,0.5889787579764783
E05013771,Wallington South,0.539194651537358
E05013772,Worcester Park North,0.5178299786499445
E05013773,Worcester Park South,0.4703478424306844
E05013774,Barnes,0.5532790390169131
E05013775,East Sheen,0.8350284302792149
E05013776,Fulwell & Hampton Hill,0.6672982924681667
E05013777,"Ham, Petersham & Richmond Riverside",0.8611735674946794
E05013778,Hampton,0.7540076074743565
E05013779,Hampton North,0.5952697786446228
E05013780,Hampton Wick & South Teddington,0.5879293178698493
E05013781,Heathfield,0.47117145863951104
E05013782,Kew,0.6654593895975924
E05013783,Mortlake & Barnes Common,0.5567996863091685
E05013784,North Richmond,0.6496703070372705
E05013785,St Margarets & North Twickenham,0.43481841551213235
E05013786,South Richmond,0.6422881147139808
E05013787,South Twickenham,0.4896985205120987
E05013788,Teddington,0.7355515369527472
E05013789,Twickenham Riverside,0.5313073904047381
E05013790,West Twickenham,0.4991996035531427
E05013791,Whitton,0.40392865670303074
E05013792,Abbey Road,0.2987958826561064
E05013793,Bayswater,0.16463659710790823
E05013794,Church Street,0.15108403823560532
E05013795,Harrow Road,0.14772967550347238
E05013796,Hyde Park,0.49166239390582234
E05013797,Knightsbridge & Belgravia,0.2825523896169098
E05013798,Lancaster Gate,0.6019572992267133
E05013799,Little Venice,0.2968052639720219
E05013800,Maida Vale,0.4333902949627141
E05013801,Marylebone,0.06031897901141394
E05013802,Pimlico North,0.1169720074834972
E05013803,Pimlico South,0.2060982003429206
E05013804,Queen's Park,0.09955859967567554
E05013805,Regent's Park,0.6430100248924024
E05013806,St James's,0.2158528572343428
E05013807,Vincent Square,0.14408004641897218
E05013808,West End,0.05069570612461461
E05013809,Westbourne,0.31447271207905736
E05013810,Abbey,0.23159857621090152
E05013811,Cannon Hill,0.5939137352572579
E05013812,Colliers Wood,0.2923551858478656
E05013813,Cricket Green,0.6153691600084159
E05013814,Figge's Marsh,0.31515838704892085
E05013815,Graveney,0.32449380835855746
E05013816,Hillside,0.3181677555638804
E05013817,Lavender Fields,0.3169002648856207
E05013818,Longthornton,0.4003869237776476
E05013819,Lower Morden,0.5508352705879019
E05013820,Merton Park,0.5196638444483
E05013821,Pollards Hill,0.5833170324695894
E05013822,Ravensbury,0.5218610096222452
E05013823,Raynes Park,0.42909206310338627
E05013824,St Helier,0.5183838968327642
E05013825,Village,0.779765333831293
E05013826,Wandle,0.453047767399548
E05013827,West Barnes,0.5115990122880827
E05013828,Wimbledon Park,0.41680313837439736
E05013829,Wimbledon Town & Dundonald,0.33407089905478765
E05013882,Cann Hall,0.2742855611781862
E05013883,Cathall,0.24423964603096188
E05013884,Chapel End,0.3963579277962183
E05013885,Chingford Green,0.7604441467515818
E05013886,Endlebury,0.5436804740049509
E05013887,Forest,0.4809168825361005
E05013888,Grove Green,0.17431465708811272
E05013889,Hale End & Highams Park South,0.6382090086453805
E05013890,Hatch Lane & Highams Park North,0.6723593842717025
E05013891,High Street,0.19909043706028082
E05013892,Higham Hill,0.33666802374038696
E05013893,Hoe Street,0.337172301045133
E05013894,Larkswood,0.5264968519586285
E05013895,Lea Bridge,0.39254175843395783
E05013896,Leyton,0.2732066189979077
E05013897,Leytonstone,0.3534331770055091
E05013898,Markhouse,0.2134547598725571
E05013899,St James,0.439648223656431
E05013900,Upper Walthamstow,0.7318132640321283
E05013901,Valley,0.32018731582493976
E05013902,William Morris,0.30997674751771476
E05013903,Wood Street,0.2494352631942473
E05013904,Beckton,0.3466136456835659
E05013905,Boleyn,0.16845457202796849
E05013906,Canning Town North,0.25010150278418297
E05013907,Canning Town South,0.19577604096620593
E05013908,Custom House,0.38092924104187537
E05013909,East Ham,0.18904039648001017
E05013910,East Ham South,0.3265875364332568
E05013911,Forest Gate North,0.30611324206302365
E05013912,Forest Gate South,0.22712991276979372
E05013913,Green Street East,0.08366371419212876
E05013914,Green Street West,0.06634057971014495
E05013915,Little Ilford,0.5573291091268299
E05013916,Manor Park,0.3663657918367885
E05013917,Maryland,0.24216184217726286
E05013918,Plaistow North,0.14445306958069287
E05013919,Plaistow South,0.23456589872503295
E05013920,Plaistow West & Canning Town East,0.2661973856935984
E05013921,Plashet,0.22887573517729973
E05013922,Royal Albert,0.10879461874686489
E05013923,Royal Victoria,0.12629235002731423
E05013924,Stratford,0.19513858286748068
E05013925,Stratford Olympic Park,0.17076310018103405
E05013926,Wall End,0.35943491076472256
E05013927,West Ham,0.3581757285821078
E05013928,Alexandra,0.5193450397275092
E05013929,Berrylands,0.6070923942536214
E05013930,Canbury Gardens,0.3199477906006565
E05013931,Chessington South & Malden Rushett,0.7511368196916764
E05013932,Coombe Hill,0.8021032625902529
E05013933,Coombe Vale,0.5061338569692627
E05013934,Green Lane & St James,0.4658083065424478
E05013935,Hook & Chessington North,0.49791414107424237
E05013936,King George's & Sunray,0.6269439972937527
E05013937,Kingston Gate,0.3848363324402975
E05013938,Kingston Town,0.268130049417834
E05013939,Motspur Park & Old Malden East,0.5514580288253106
E05013940,New Malden Village,0.49713064626774056
E05013941,Norbiton,0.4074709369109492
E05013942,Old Malden,0.5830130644497388
E05013943,St Mark's & Seething Wells,0.4886871572676001
E05013944,Surbiton Hill,0.566998999886807
E05013945,Tolworth,0.3225514743865812
E05013946,Tudor,0.5110592495178257
E05013967,Beam Park,0.33402340822902404
E05013968,Cranham,0.6408461386226874
E05013969,Elm Park,0.5965323412449858
E05013970,Emerson Park,0.6559400162685486
E05013971,Gooshays,0.7839868923951328
E05013972,Hacton,0.47814543461521597
E05013973,Harold Wood,0.7697345048546608
E05013974,Havering-atte-Bower,0.796304632505238
E05013975,Heaton,0.4617023524607198
E05013976,Hylands & Harrow Lodge,0.48934101276056136
E05013977,Marshalls & Rise Park,0.6425681528456294
E05013978,Mawneys,0.44570706022394335
E05013979,Rainham & Wennington,0.566238371116754
E05013980,Rush Green & Crowlands,0.502183284058659
E05013981,St Alban's,0.29311625170223965
E05013982,St Andrew's,0.4438611665621466
E05013983,St Edward's,0.30362541712421814
E05013984,South Hornchurch,0.6109083498941486
E05013985,Squirrels Heath,0.46785716546965245
E05013986,Upminster,0.7290900611917941
E05013987,Beckenham Town & Copers Cope,0.6803300485283985
E05013988,Bickley & Sundridge,0.7548012262353562
E05013989,Biggin Hill,0.6870400007158193
E05013990,Bromley Common & Holwood,0.7510199074080597
E05013991,Bromley Town,0.5177857814303188
E05013992,Chelsfield,0.8307163545117727
E05013993,Chislehurst,0.8458364494109842
E05013994,Clock House,0.5216047960544149
E05013995,Crystal Palace & Anerley,0.647635381578035
E05013996,Darwin,0.9289675771619827
E05013997,Farnborough & Crofton,0.6533306595491988
E05013998,Hayes & Coney Hall,0.8322478290714718
E05013999,Kelsey & Eden Park,0.6507516948551189
E05014000,Mottingham,0.681734134410191
E05014001,Orpington,0.6553405760177947
E05014002,Penge & Cator,0.5419922162634421
E05014003,Petts Wood & Knoll,0.6413087559600015
E05014004,Plaistow,0.6155872424399741
E05014005,Shortlands & Park Langley,0.707212453188047
E05014006,St Mary Cray,0.695859810806407
E05014007,St Paul's Cray,0.6806496269097919
E05014008,West Wickham,0.6243465040774555
E05014009,Balham,0.2552720886407448
E05014010,Battersea Park,0.4946139845731461
E05014011,East Putney,0.44166711635027406
E05014012,Falconbrook,0.28404365586754493
E05014013,Furzedown,0.416427922676984
E05014014,Lavender,0.15616609580882082
E05014015,Nine Elms,0.02453367701821677
E05014016,Northcote,0.4238651988697777
E05014017,Roehampton,0.765756120749849
E05014018,St Mary's,0.1701711623488894
E05014019,Shaftesbury & Queenstown,0.171992266591894
E05014020,South Balham,0.58344315929479
E05014021,Southfields,0.26235002200274454
E05014022,Thamesfield,0.3345375699787185
E05014023,Tooting Bec,0.21265129963883683
E05014024,Tooting Broadway,0.254223081772211
E05014025,Trinity,0.2818004961436431
E05014026,Wandle,0.38628864824817566
E05014027,Wandsworth Common,0.49792480661412464
E05014028,Wandsworth Town,0.30033888495926647
E05014029,West Hill,0.5809410575106548
E05014030,West Putney,0.652938211984891
E05014053,Abbey,0.20136881087612704
E05014054,Alibon,0.24365833163529127
E05014055,Barking Riverside,0.19981534398687126
E05014056,Beam,0.17614192070527543
E05014057,Becontree,0.3275818179568899
E05014058,Chadwell Heath,0.5120140604737268
E05014059,Eastbrook & Rush Green,0.7265101251518338
E05014060,Eastbury,0.297789795676253
E05014061,Gascoigne,0.2074448993751075
E05014062,Goresbrook,0.32333935124539465
E05014063,Heath,0.33945923258513505
E05014064,Longbridge,0.42102736238154675
E05014065,Mayesbrook,0.3711698809490862
E05014066,Northbury,0.19858714724894683
E05014067,Parsloes,0.42663603154144836
E05014068,Thames View,0.25575197014882395
E05014069,Valence,0.31807935989251934
E05014070,Village,0.5811469737545637
E05014071,Whalebone,0.22957448872630562
E05014072,Abbey Wood,0.5645700041575094
E05014073,Blackheath Westcombe,0.6258461337092579
E05014074,Charlton Hornfair,0.45983330093376806
E05014075,Charlton Village & Riverside,0.47701368939274225
E05014076,East Greenwich,0.19183949177465975
E05014077,Eltham Page,0.45568190685498133
E05014078,Eltham Park & Progress,0.6839965382257476
E05014079,Eltham Town & Avery Hill,0.6673146176281627
E05014080,Greenwich Creekside,0.20677987112873011
E05014081,Greenwich Park,0.6005534241579745
E05014082,Greenwich Peninsula,0.09344123529076258
E05014083,Kidbrooke Park,0.5832764883792724
E05014084,Kidbrooke Village & Sutcliffe,0.5803272660954473
E05014085,Middle Park & Horn Park,0.6545114267071391
E05014086,"Mottingham, Coldharbour & New Eltham",0.5699922479362858
E05014087,Plumstead & Glyndon,0.3070287837169179
E05014088,Plumstead Common,0.59988674075667
E05014089,Shooters Hill,0.7565950729550931
E05014090,Thamesmead Moorings,0.5566489847407378
E05014091,West Thamesmead,0.3680737884676783
E05014092,Woolwich Arsenal,0.15049001281583152
E05014093,Woolwich Common,0.5675787908216128
E05014094,Woolwich Dockyard,0.3147619712952036
E05014095,Brixton Acre Lane,0.24457762714990522
E05014096,Brixton North,0.2788385879648426
E05014097,Brixton Rush Common,0.4241757622442506
